,Result,Text
463,TP,Its best movie I seen 2000 beautiful talented Natalie Portman it It great storyline cast soundtrack I enjoyed much 10 10
464,TP,Buddy ManucciRoy Scheider solid chance leading roleheads secret undercover police squad called SevenUps whose tactics necessarily follow exact ways law They get job done way without anything leaked press gives freedom expand means getting criminals working detectives policeman nab Buddy pal childhood named VitoTony Lo Biancowho swaps information regarding mob types shysters working streets NYC What Buddy know Vito hatching scheme using names Buddys check listhe book open taking notes provided Vito know friend copied names written within mindto set mob families series mob kidnappings eliciting cash thanks two copposers Moonthe alwaysvillainous Richard Lynchand BoBill Hickmanworking him When scheme goes awry one SevenUps killed Vito becomes fearful knows Buddy hes doggedly someoneespecially one murderedbr br Extremely underrated cop flick thrilling car chase New York City Buddy follows kidnapping copimposters trying get killing partner The film overly complex plot setup realize ringleader scheming mobsters Scheider never given credit deserves fine lead actor He emotional range see losing cop friend takes toll him The film briskly paced good action sequences sets interesting plot betrayal friends greed comes childhood friendship seems like smooth crimespree evil mob families get cops killed
465,TP,A tough life gets tougher three children single mom scheduled sent separate foster homes untimely passingbr br To stay together older boy plans daring high risk escape find distant lost uncle remaining next kinbr br Their trek takes three fearful runaways chase desert classic beetle penniless hungry desperate terrorized delinquents young drive hunted ever threatening civil authoritiesbr br What movie lacks acting plot realism makes honest human need part fulfilled complete family even family cobbled together spare parts broken livesbr br Sure ending forced overdramatic critical movie goer every heart beats cry family togetherness belongingbr br With weaknesses I still give movie strong recommendation
466,TN,I went film full hope With many capable humorous actors headed Sir Ben I thought going little treatbr br Oh I felt like gouging eyes credits rolled That I wasted 93mins life film clearly DOA There real problems film probably easier list them 1 No jokes I particularly hard please comedically  high low brow  really one laugh filmbr br 2 Sir Ben mumbles every single line whether supposed drunk not 3 There effort begin let alone develop relationship love interests this 2 people bumping randomly street would instantly rapportbr br 4 All acting talent assembled completely wasted Dont fooled watching namesbr br 5 For cold ass hitman rubbed people Gandhi flaccid waste time a way dyed beards look really creepy I hoping slow burner end thing could inject life  justice  Frank pulling 9 offing whole cast starting Tea ending  sorry bad
467,TN,This TV show possibly pathetic display crap TV today Horribly predictable obscene usage slow motion photography cheesy story lines Chuck Norris abomination never allowed filmed anything The way chooses make episode public service announcement really annoying His acting sucks bad makes person cringe embarrassment I give series credit thoughit get entertaining times enough make difference With negative points series has still prefer reality TV cant really get worthless that
468,TN,This movie cant decide  soft porno sf movie Not enough plot real movie way much pornobr br In galaxy far far away good princess we know good long blonde hair wears white toga polite mooning wistfully dying mother first see her inherits kingdom elder sister evil and know dark hair wears much makeup abuses male sexual slaves sneers curls lip time talks imperiously horrors shell perpetrate queen The evil princess gets upset tries stage coup good sister gets away Earth Of course materializes buck naked bar wet Tshirt contest It really goes downhill there The acting ludicrous dialog sounds like written porno general storyline ridiculous Theres even enough skin make happy sort person whod watch skin I love good bad movies ones even enjoyable bad movie level
469,TP,No matter feel Michael Jackson himself cant deny video unique video time There video even remotely close Thriller The first time I saw I 6 years old scared bad Now I watch smile I appreciate marvel is I love video around long music videos exist I think everyone sit watch sometime look back see great was especially 1983
470,TN,These writers trying recreate characters scrubs different occupation however characters stuck charisma acting ability mention writing seems poor effortless These guys trying create something would good writing disgusting leaving shows lifeline two attractive teachers barely keeping alive The humor show seems like trying target audience IQ 40 below Another reason show becoming failure could writing show scrubs excellent show follow leaving viewer odd position knowing whether cry lose hope new sitcoms together This opinion think guys stop humiliate anymore already
471,FP,By time movie came 1996 director Mark Lester making tight sharp little B action pictures 20 years He responsible great Truck Stop Women 70s several little gems unfortunately hes also responsible dud Its shame see talentedand still smoking hotTheresa Russell wasted yet again still best actor picture Eric Roberts shows while Eric Roberts thing goes away altogether unwelcome occurrence picture Eric Roberts it Frank Stallone actually bad give idea truly pathetic picture is As mentioned reviewers action sceneswhich reason picture like gets made first placeare almost completely illogical unrealistic addition somewhat inept Other vintage clothes old cars theres feel whatever 1930s era film set A bythenumbers script irritating lapses logic little historical accuracythis documentary course filmmakers could least TRIED little authenticityand performances range grade B grade school relegate cheap little quickie 400 am Sunday slot HBO I saw it
472,TP,The Wild Life obvious resemblance Fast Times At Ridgemont High The Wild Life comes shortbr br  br br Some stan wrote comment Of course The Wild Life Ridgemont Ridgemont quintessential 80s flica However Wild Life enjoyable whiny mindless movies mindless movies especially know supposed mindless movie first place The little Latino Scarface movie hes straight disrespectful I got VisaMasterrrrr Charrrrge The Colonel also makes appearance Lawsuit RIP The Colonel 19311997br br This movie worse 6 comparison genres btw It worse 7 terms 80s teen comedies that It much feel Cameron Crowe movie Only staniels gave 5
473,TN,Ive got much testosterone next bloke Raquel Welch finest certainly worth look fact cardboard cutout could act better hour half Ms W showing considerable assets movie makebr br Considering cast surprising bad is Ive never big fan Wagner tough guy Harry convincing 9dollar bill Godfrey Cambridge Vittorio de Sica I usually enjoy seem sleeping lines Edward Gwell I assume paycheckbr br This film mess nonexistent plot stopstart action unfunny script puerile slapstick annoying 60s caper music If Miss Welch Id given 0br br That said treat eyes  even better delicious cameo Bedazzled  reason alone I gave 3
474,TN,What dire film I cannot believe I actually sat watched it A very very very very very VERY pathetic effort redeeming features whatsoever Hateeeeeeedddd ittttt The socalled racing sequences laughably awful plot bad Ive forgotten it Part film made SpaFrancorchamps course Belgium in I think 1988 actual Grand Prix there I glad I appear paddock scenes shown film It could goodwhat pity
475,TN,To start with script immitative inane The characters shallow formulaic The plot arbitrary reversals non sequitors Baldwins direction terrible  actors could better own The jokes wisecracks fall flat The shoot scenes clumsy incredible Baldwin directs wise courageous hero spends time power struggles women particularly caricatured repressedwoman tunnel team always asking denying reassurance The conductor suffer absurd incompetence unable effectively employ pistol come byAnomalies hooded man bristleing guns stalks railroad car startling people The next time see going business sitting seats talking eating reading knittingIn New York subways folks sometimes come train musical dramatic number  maybe thats thought happening was
476,TP,The trio pleasant nostalgic journey first hint desirewhen still simple exploration unknownbefore grew up added complexities HIV status emotional baggage gottarunmypagerjustwentoff emotional mixbr br The angst portrayed pure adolescent angst rings true three stories Their sweetness positivity make feel good gay And kinds films far betweenbr br Good news Both Boys Life Boys Life 2 readily available DVD September 1999
477,TN,get exited movie startbecause saw Juliette lewis name screenthe script seemed complicated first movie continued became understandably cleari concentrated well result disappointingbecause object sex used much film unnecessarily seemed director ignore ones tendency upon opposite sexin opinion well prepared script embodiedas look castthe movie promises something beginning expected much finally endthe end much mediocre expectthe main character Cassandra wants give message baby baby change lifein opinion scene real disaster film characters funny acted beautifullybut cast cant save movie
478,TN,Absolutely one worst movies Ive ever seen The Beginning greatest either better one This good way lead original movie Its simply awful The CGI hyenas fake looking movies Why use real animals I enjoyed old Sinbad movies better this I royally disappointed The good thing I say waste film cinematography clothes really captured era well I understand movie redone The Beginning Its bad opinion money come waste like this Give multimillion dollar budget Ill show done
479,TN,left behind ostensible heroines Venus flytrap makes man whose sexual advances forced upon herahemdisappear Fiona This IS career Horsey attractive enough screamqueen ingenué although I found acting chops suspect With better direction better vehicle might improve Likely not leading man Paul Mine too Conway never will proving one unlikeable unattractive love interests Ive seen film recent memory Theres nonsense involving Siamese twins fryingpantotheheadobvious hot dog joke reasonable amount bare boobies production values lowbudgettolaughable range scripting would make Syd Field cry acting large Ed Wood could love camerawork step pedestrian The vagina dentata gimmick might well made interesting horror movie Angst botches premise Strictly stonedout viewing even then could much better Sturgeons Law or Revelation still holds
480,FP,Yes Pigeon Coburn great interesting watch them although Coburn seems rather restrained dull here Its enjoyable view Seattle Victoria Salt Lake City 1970s period cars clothing Thats good boring film The dialog incredibly bad acting Ray Sandys motivations seem forced unlikely Ive seen training pickpocket routine several times before Theres long build up leading nothing Better catch episode Streets San Francisco one many great crimecaper movies To name few Bedtime Story remade Dirty Rotten Scoundrels The Lavender Hill Mob The Grifters Paper Moon The Sting best all House Games
481,TN,I really enjoyed first film turned again without thinking checking I took family friends see it I ashamed I enthused much thembr br Disney processed original film like human body processes delicious meal  takes something good turns  well know And darkskinned person FBI man results fingerprinting informant subduedbr br Taken isolated film I suppose bad one likes weird sort thing one read book seen first film  horrible
482,TP,The creator Donnie Darko brings twilight zone themed tale oddest fashion The film centers middle aged young couple living paycheck paycheck 1976 One day mysterious box appears red button Later day spooky gentleman shows tells choice press button receive million dollars someone know die Its disturbing provocative question suspensefully outlined trailer TV spots But let known know see it At times pretentious bit melodramatic film ultimately effective good performances intriguing subject matter It would unfair ruin plot twists lets say film deliver aspects expect completely fulfill others begins outline Theres lot apparent symbolism subtext film interesting annoying evident superior film Donnie Darko There much say without ruining film you meant inspire lots cafe chatter afterwards However id also like say Its shot well appropriately aged look worth watch Check out
483,TN,The credits come Sandy Frank stitching job made turn movie Cave Dwellers rerelease Now thats cleared upoh Excruciating eyegouging pain Blade Master leaps shamelessly sword  sorcery bandwagon started Conan flicksexcept bandwagon never left garage anyway As such Italian flick dud trying ripoff box office dud predictable results However would give little credit director writers make effort whatsoever maintain coherent plot continuity semblance eraaccurate continuity Miles OKeefe leading man forever Tarzan The Ape Man proved that Ator didnt Just unlikeable picture chore watch
484,TP,This Pauly Shore movie ever see OK one Ive ever seen I think Ive made good choices I normally find Shores shtick kind tired funny movie Actually script pretty funny Shore overwhelm actors  call it Tomfoolery Anyway funny ultimately forgettable film Frink3
485,TN,I watched movie DVD late morning disappointed even thought good joke audience In words  creators planed make comedy drama Howsoever end I realized Mr Tony Giglio earnest movie Its pity because dialogue ridiculous acting poor lifeless story fishy tale Poor Ryan Phillippe  despite efforts character movie remains probably worst performance What say Jason Statham  lack kinds skills develop role imaginary fiction For reasons I vote 310
486,TN,I appear minority I thought Radio pretty awful It seemed contain almost every cliche types heartwarming moviesbr br The motivation characters falling love Radio never really explained We supposed accept everyone fond Radio except couple bad applesbr br You could see almost th big moments story 100 yards away When movie wanted go Awww pull tissue I rolling eyes wished I watching Rudy insteadbr br There good performances cast Too bad given better movie wish appear
487,TN,When show first aired I admit intrigued premise setting With open mind I watched first two episodes naturally dismissed destined run halfseason most I happened watching AE recently witnessed ad garbage I could barely contain surprise I truly hope people watching laugh taking seriously The characters truly ridiculous outright laughable television scripted otherwise Its obviously generating ratings I must give creators credit establishing maintaining fanbase I seriously hope one watching pretense seriousness
488,FP,This promise interesting film The subject matter certainly promising one  excesses Catholic Church counterreformation However developed other two paragraph introduction many things explained  ie gypsies Anabaptists inquisitors relationship one true church Nor politics time explained ie relationship Catholic church supporters like Holy Roman Emperor Though may apparent Austrian audience lack explanation makes confusing Americansbr br But perhaps good thing emphasize history since showed pretty inaccurate anyway Instruments torture bloody executions witch heretic burnings big shiny swords pretty golden reliquaries stars film It could easily one Conantype sword sorcery movies period costumes
489,TN,Dane Youssefbr br I kind looking forward one I enjoy Eddie Murphy I love star handmakes vehicle someone writes decides mark directorial debut But stars head gets big rest body theres always danger bigbudgeted Hollywood vanity productionbr br Will filmmaker keep real waste amounts money the studios ours time the studios  own patting back hour half Sadly latter herebr br Another thing I really like someone breathes new fresh life exhausted driedout genre None here The warring nightclub movies become wornthrough even parodies dreary done death br br Murphy neither He clichéd He plugs routine conventional formula gangster picture plays seriously The Godfather Its like script next draft put jokes new ideas But seems like someone clout looked went No finebr br Probably Murphy He credited this In opening shot beautiful white satin sheets name headlines across credits five timesbr br THE PLOT A young orphan saves Pryors life Pryor adopts little ragamuffin br br 20 years later Pryors dump become firstclass hot spot Theyre pulling big money gangster wants action Hes even got dirty cop employ But Pryor comes scheme la THE STING br br Murphys screenplay plays like unfinished firstdraft nobody pair call on The actors really allowed standout much all Even almighty Murphy seems autopilot br br Pryor shows class gentlemanly manners Sugar Ray perhaps would better name character BROWN Sugar Rayfurther evidence one needed polish everyone basically vacation br br The Oscarnomination movie received richly deserved Joe I Tompkins Best Costume Design production values part makes 30s feel authentic br br Some sets look somewhat fake supposed comedy sorts Its rare one movie gets nominated Razzie Oscar unless one Lucas new Star Wars chaptersbr br Its 1938 everyone talking like 1988 particularly comedians This prehistoric white mans formula And black comedians satirists expect skewer genre least bring new life it Nope Murphy pretty much coasting herebr br The great Roger Ebert summed perfectly remarked review Murphy approaches story costume party everybody gets look great fumbling plot fresh since least 1938 br br Jasmine Guy perfectly cast seems indulging role Michael Lerner looks evil mannerisms prototypical mob boss pat And moments Pryor gives idea interesting leader authority figure would sound like He gives every scene hes feeling dignitybr br Would much ask Della Resse sing Or least quit embarrassing Kiss My Ass talk br br And late Redd Foxx get leave much swan song here He backandforth Resse could great stuff Nope Murphy wastes another opportunity herebr br Murphys Quick charismatic likable But moments far sure Murphy never looked better never duller His character made laugh twice throughout whole moviebr br Stan Shaws boxer horrible speech impediment painful embarrassing annoying Theres comedy simply showing something unpleasant You incorporate kind light touch funny situation Watching strain even easiest words makes us feel sorry annoyed Murphybr br Can Murphy write screenplay Well Raw really standup material He wrote outline Boomerang Coming America sure But last word there Maybe team ERlike script doctors couldve revived onebr br Murphys direction slow quiet swear asleep wheel time He many static shots seem know build release suspense On level I think Quick real Eddie Murphy Angry young hotheaded ambitious But occasionally charming Now funny sometimebr br Theres scene Murphy femme fatale bed plans make love kill him You probably guess turns out Like everything else movie could better br br Surprisingly Murphy directed another movie since he got Razzie nomination And longer writes finished draft films either he WON Razzie writing this br br Its great look music beautiful really nice scenes But falls category gems among junk Not enough thembr br Couldve been Shouldve been Wasnt Oh wellbr br by Dane Youssef
490,TN,I know expensive creation movie effects awful Half movie filmed stage front movie canvas thats sure blue box look artificial When traveled boat background canvas moved imitating movement waves characters moving The CGI effects terrible I sure I guess effect created Paint made GIF sequence  next time creators hire professional CGI maker team It looks like CGI creator would drawn picture strip shaky hands Awful thats sure When I first saw trailer I thought created 1983 One friend told correct date 2005 My jaw dropped I shocked I thought kidding People I recommend skip movie story also twisted enjoy it
491,TP,The problem film quite simply this Conrads prose powerfully verbose cannot adapted movie Marlows narration novella captivates first sentence see Conrad writes about In movie different see visual description reflection really makes novel frightfully missing But far unadaptable book adapted good standard There exact scenes pinpointed quite geniously never affect novel The plot movie enhanced works well make interesting The references Ancient Egypt thoughtfully inserted My tip read book keep way better movies there
492,TP,A hugely enjoyable screen version Rona Jaffes bestselling potboiler trials tribulations and naturally loves group women involved one way another New York publishing business Directed Jean Negulesco fairly fresh success Three Coins Fountain prototype likes Sex City except sex takes place offscreenbr br The bright young female talents day Hope Lange Diane Baker Suzy Parker Martha Hyer nicely cast Joan Crawford pops Queen Bitch editor could probably eat Meryl Streeps Miranda Priestly spit out absolutely effort steals movie The men include Stephen Boyd Louis Jourdan if Rossano Brazzi Louis Jourdan Robert Evans before decided wisely go behind camera Brian Aherne There suds display find average launderette if like me enjoy Desperate Housewives mention Carrie Bradshaw company probably love this A guilty pleasure
493,FP,The time I seem trawl IMDb comments Ive seen duff film I guess Im looking find reassurance me For me then Lonesome Jim duff film packed unbelievable characters unbelievable situations limped lamely boringly towards copout hackneyed conclusion So I check people say feel bit like Jim limb alienated page page multiple star ratings plaudits leave doubting critical faculties Yet maybe I check settings comments presentation since gushing dies Im relieved see appreciations mirror own I feel vindicated It IS rubbish film DOESNT hang together DOES constitute wasted evening sitting it Praise kindred spirits
494,TN,1 Men age 25 refer themselves without irony game either player baller Gentlemen swift descent starring reallife version A Night Roxbury br br 2 Saying The VIP The term VIP bad preceded The instantly becomes part Douchebag Dictionary This goes double white people br br 3 People make TV shows based stuff know cool go IMDb posing fans right moreover one United States hey too bitterly insult members potential audience inevitably thinking show sucks Minus 1 additional demerit point employ variation ohsnapniceonebro justification If like show obviously cant get laid br br 4 Canadian HipHopRB sensation Massaria random addition list first glance end day Massari gets gas face simple reason particular brand lowrent Americanaping uncool general Aqua Velva douchebaggery dovetails overall sensibility Keys VIP br br 5 Last least Keys VIPfor reasons more
495,TN,Im going say much movie worth effort To put simply movie absolutely sucked This worst movie I ever seen The storyline stupid follow happening characters annoying especially main guy I wanted someone kill kid put movie miserybr br Very bad
496,TN,Definitely worst movie I ever seen entire life I cant find anything positive say movie if production even worthy word br br This production even standard low budget pornmoviebr br My question simply someone look script think Hey Im gonna make movie thisbr br At end movie I even hoping Nicole going make  She really annoyingbr br So sake watch movie unless want waste 85 minutes life
497,TN,Wow words describe bad movie truly is I usually pride able enjoy movie matter bad much I would suggest watching movie torture device If get past terrible plot dialogue watching mute even terrible camera work shoddy special effects make movie real horror If thinking watching Sandra Bullock fan even bother less ten minutes screen time acting absolutely atrocious Not mention rest cast could replaced baboons would better job least listen terrible dialogue
498,TN,Gritty drama Emotionally powerful Blah The BBC lost big time masterful productions The Wire Sopranos Carnivale HBO Okay budget may lot smaller The Street last night badly acted predictable unrealistic stereotypical insensitive big fat waste time TV British TV good used falling behind American productionsbr br There sense brutal violence local gangster There indication man insane enough beat man respected long time There remorse sort character would back Bob Hoskins called son pansy display braverybr br I wish I eloquent express disdain show I although I cant prove point well enough believe I say rubbish shock TV provides real inward looking perspective lifebr br 15 stars
499,FP,The CinemaScope color cinematography Leon Shamroy quite remarkable hereincluding use colored filters forbr br various scenes The Alfred Newmann Score sensual seductive score Hollywood ever produced Its shame longer available CD The actors however never rise occasion The accents varied subdued British Ustinov Purdom Hollywood Baxter Mature seems true hodgepodge central vision Tommy Rettig jarringly American Acting styles span range zombielike stilted Only Ustinov conniving oneeyed servant steals show  steal The premise  story young Egyptian doctor seduced abandoned rich  parallel theme cult single God Ra  persecuted authorities interesting points But films plot fades haunting music visuals remain
500,TN,Sometimes film panned critics one see see really bad claim well case was I believe meant sex comedy neither sexy funny I think I chuckled Johnny Vegas failed vault roadside fence itbr br The film follows lives four men deliver potatoes living problem sex lives Dave left wife seeks old flame invited threesome years before Ferris living mother law treats sex object Tolly obsession involving strawberry jam encounters Jeremy claims loving relationship fact stalking poor womanbr br The tone jokes varies tasteless I believe anybody could write that example latter tell small child father died car crash punch line boy asks mum tell coma The blame lands squarely feet writers actors obviously made poor choice agreeing film I think acting bad good either Surprisingly fairly sleazy film sex nudity sex never eroticbr br I certainly recommend seeing reason morbid curiosity although judging reviews seems love loathe film I suspect would better watched beers mates
501,TP,A political satire comedian Williams dissing political campaigns presidents forced running But shockingly wins makes mockery office Man Year funniest movie best small doses work Williams teaming Levinson hit Good Morning Vietnam The two seem great chemistry work other I comparing Scorsese DeNiro get picture Although I quite say rush see movie theaters I would recommend renting it This movie comedy also great satire please like movies like Scary Movie 4 you take brain see it  
502,TN,Now I watch first came VHS friends I thought pretty good movie again teenagers But honestly good movie retrospect Sort hair metal Dokken version Carnival Souls But bad movie exactly mean unwatchable however one seems lack charm lot regular Mst3k fodder usually contains But cable I bored drinking beersure Id watch again But again Ive watched Howling VII five times now maybe really listening mebr br Anyone else think kind sad director supposedly commented movie And feel urge use caps lock much
503,TP,I nothing praise mini series Its year half old I seen twice already greater enjoyment second time first Im seriously thinking watching soon since I find spiritually upliftingbr br It tender romantic drama beautiful performances sets costumes music scenes resonance places almost league among mini seriesbr br Some others commented difficulties living lesbian Britain 1890s Nothing especially difficult that male homosexuality law poor Oscar Wilde experienced great cost great loss literary world Anyway I digressbr br In view essential television It perhaps one greatest tragic romantic dramas since Romeo Juliet although conventional sensebr br 10 10 mebr br JMV
504,TP,Guess upscale film directors sitting around sipping absinthe grappa aramangac jungle juice night 80s Cannes film festival one said Hey guys lets movie us creates segment around world class aria Welllllit kind sort worked Clearly someone smart enough select best recordings arias chosen example Bjorelings Nessun Dorma blind lying floor listening DVD got moneys worth Not every director succeeded flick seems improve viewing years My favorite eerily beautiful love duet Die Todt Statd okay young naked Elizabeth Hurley eye candy husband singing her wifes ghost incredibly beautiful love music second Otello Desdemonas Gia nella Notte Densa operatic repertoire Could flick better sure well worth view especially hyperromantic mood
505,TN,I brother big Asian movie fans finding movie hidden shop I bought one DVD sounded promising I wait watch it So I watched movie brother I must say beginning promising Both us really loved brutal ball scene first scene But guess all There interesting fights action movie claims be Instead love movie cliché love extremely played top even Shakespeare would vomit title Sorry language By way The characters act like picked street given 100 playing moviebr br Well I brother watched end thought become better But heck never did This movie challenged place 1 brothers worst movies ever seenlist followed Fantasy mission force  watch either
506,TN,Gave two stars DVD cover good enough make buy piece horse manure I paid dollar local DVD exchange I want money back I couple good moviesat least I think theyre good never seen inside video store After seeing this Im really insulted that Light years worse anything Ive ever seen I cant even recommend campy joke movie It bad instead making laugh makes angry How awful film find kind distro I believe self distributed amateurish DVD authoring would suggest To producers movie get business obvious talent it
507,TP,A insightful psychological thriller Footprints stylish example 70s powerful Italian film makingAnd Luigi Bazzoni wrongly underrated director visually amazing auteur The movie develops unusual plot incredibly suspenseful atmosphere never disappointsespecially sad dramatic finale Florinda Bolkan delivers excellent performancerich nuances touching sensitivitybeing able portray dark lady fascinatingbut also painfully real tragically lonesomeBut cast treatas well Lila KedrovaNicoletta Elmithe mysterious kid beachItalian screen legend Caterina Boratto stunningly beautiful B movie queen Evelyn Stewart brief haunting role protagonists friend And Klaus Kinski surprisingly disturbing cameo Its peculiar notice incredibly well done movies like Footprints were Vittorio Storaros moody creepy cinematographystylized locations setsNicola Piovanis haunting score first storyso intense disturbingso intelligently layered structured A thriller fantastic elementsbut especially soul personal vision I wish movies like Footprints would forgotten I wish movies insightful personal today back 60s70s And yesi wish somebody soon make digitally remastered widescreen DVD little masterpiece
508,TN,There 0 voting option compelled use next available figurebr br It sad day bollywood type movies starcast actors nothing bunch juvenile acting awful scriptbr br This movie nowhere near called clone Hitch Salman khan usual takeoffyoushirt theme Govinda inhumorous laughs If somebody told 2 decades ago I would writing comment Salman after success Maine Pyar Kiya I would written himher off
509,FN,The film tackles horror rendition multicast transglobal account involved Noone gets lightly see blindness players carve slice worldwide game piling hatred misery enemies equal measurebr br The interplay sympathetic Senators Aide played scintillating style Peter Sarsgaard real Washington powermongers electrifying Meanwhile field new CIA man Jake Gyllenhaal goes sea change attitude USAs new found cosiness torture Sudden though rejection initially tacitly condoned is one ask earth would anyone calls civilized stand watch anyone humiliated abused way The film heroes  perhaps Gyllenhaals flawed vacillating CIA man exception necessary indulgence make film offer sliver hopebr br The sad fact course film fiction all wake call shred decency left them The awful truth UK USA lost moral plot film shows low prepared go All name freedom Theres wonderful line script says torture sure way swell numbers enemies This already happening real life listen message film delivers start using might money much intelligently The message seems us claim rendition torture abuse basic human rights necessary protect way life wrongheaded stultifyingly stupid Jihadists suicide bombersbr br All praise sensibilities talented South African director eye gross unfairness power exercised cast principled mainstream actors US beyond Oh way film sting tail ending clever thought provoking surprise which I give awaybr br I saw film early London preview yet widely written Im glad say tide less glowing reviews seems turning The BBC review strongly support and I suspect much negative comments come see world simple specs Hollywood  good guys bad guys cardboard cutouts Hence reason many truly great films year increasingly indie andor nonUS pix
510,TP,This second fulllength Lone Ranger feature measure 1956 classic fine film enough rough tumble action moves along good clip The Ranger looks series mysterious murders sinister pattern peaceful Indians victims gang hooded killers There killings violence usually associated Lone Ranger adventures film undercurrent racial insensitivity comments sprinkled throughout screenplay The Ranger uses disguises piece together clues expose outlaw band bring justice Clayton Moore Jay Silverheels star colorful presentation shows desert cactus country old Tucson good advantage The music score good familiar William Tell Overture theme nudged aside vocals interesting lack flourish beauty Rangers traditional theme
511,FN,What exactly people expect watch Al Adamson film Are expecting classic cinema wonderful beyond belief leave lasting memories Youd think reviews Al Adamsons films trashy sleazy cheesy much more go knowing already helps necessarily taken face value especially much unintentional entertainment value First off starts ripping end theme music Outer Limits know things looking promising This story wacko cult lives hills trying raise dead body leader suffers heart attack ends hospital Of course Nurse Sherri tends needs all operation needed happens hanging operating room guy passes spirit invades her And Nurse Sherri begins change No longer nice nurse develops taste blood sharp objects Theres couple little side stories going like folks trying burn body dead cult leader blinded football star become love object one Sherris coworkers also happens dabble voodoo This bad cult film fan may bad Spiderman fan like it At times actually lurches towards respectability for Adamson anyway unredeems ridiculous event If enjoy Adamsons films similar trash may well like this anyone else may looking lost treasure keep digging 7 10
512,TN,I must first mention group mates often find entertainment wacthing films known terrible comedy value hence rental Camp Bloodbr br Camp Blood first film wed rented shot looks camcorder rubbish wanst even funnybr br The DVD returned refund demanded added suggestion sort quality control implemented prevent utter rubbish stockedbr br Dont I did let curiosity get better you bad even funny
513,FN,One sublime American masterpieces Morrissey opens film sexualizing Dallesandro open mouth snoring pillow We wonder coming heroin high We see face then flash body flash naked rear I cant think another film used flashblip form editing well create hypnotic druggy mood editing method works wonderfully pacing style After introduction Dallesandro opens mouth accent jarring  expect kind softspoken androgyne instead hes got voice street thug  Morrissey comfortable letting assumptions go unchecked The lengthy opening sexy playful  combination martial troubles Dallesandros fascinating liprubbing kisses early morning sexual escapades kind flows together always smoothly emotionally realisticallybr br What I got I got The 400 Blows I first saw  like 20something continuation story Theres sense camaraderie flesh sellers buyers Dallesandro walks street looking men to fund wifes abortion theres feeling secret handshake boys make deals other I never found boring though nothing happens  nothing happens brilliantly boys hanging around do waiting tricks The main trick Dallesandro finds fascinating watch using Greek descriptions touching back form aesthetic body worship mans part Its also dreadfully funny Im talking empty bed I Its one revealing scenes movie  movie I think certainly movie dealing sex sex sale When Dallesandros eyes seem red swollen cant tell hes drunk ashamed embarrassed allbr br The conversations film cutup  matter The film silent scenes poignant beautiful may ever experience Yet Morrissey chooses include one way includes we sort piece together startling one conversation Dallesandro newbie hustler  neither ever mentioning word gay hustler What follows scene listen pair transvestites Dallesandro gets serviced  explaining newbie getting used jobbr br Dallesandro subject worthy attention paid him clients Morrissey Hes less effective actor sense acting performing far revealing something hes incredible  hes someone immediately want feel above yet go experiences complexities were forced try know him Hes kind blank slate were drawn cant get hold on And course hes incredibly striking  forgetting everything else partially testament beauty male body Dallesandros gorgeous torso permanently erect nipplesbr br The movie one devastating scene like everything else cant really master  girl says raped selfdefense saying that rapist asked sex wooed her would gotten better lay Its shattering The movie feeling everyone even better that merely sympathetic actually attempts help us understand human beings  without ever dictating were meant understanding It neither looks glamorizes people within film It feels inclusive see Joes arm around transvestite When reads letter he talks getting past grade eight one point hes utterly charming pauses wordthen says woteva continuesbr br You learn something profound interaction Dallesandro one clients terms gaystraight relationships case study Here young boy smiles his top lip disappears so 30something gym bunny Korean war veteran runs fingers hair scene feels profound adult man sharing something younger version  two gay men together gay man paying straight man something else cant put finger on questions sexuality beside point Never popping pimple seemed affectionate After sharing something emotionally though Dallesandro since hes money never apparent hes there though hes never less sincere may disarming quality Socan help out The man says sure I mean pants 1010
514,TP,If know anything Manhattan Project find Fat Man Little Boy least interesting depiction events surrounding story The film ways realistic portrayal events many ways almost real such scenes involving radiation poisoning Paul Newman usual brilliant role always manages come like real person screen The supporting cast John Cusack Laura Dern Bonnie Bedelia Natasha Richardson fairly good well This film not however one best examples turning true story movie Great films able take true story use enough artistic license keep audience engaged entire movie This one however tends drag bit throughout scenes such John Cusack Natasha Richardsons love story could eliminated entirely without causing film lose much Nevertheless enough interesting facts tiny humorous bits least keep audience interested enough see entire film It always entertain far great depictions go accurate fascinating leave audience something think aboutbr br  
515,TP,Tipping Velvet 2002 TV directed Geoffrey Sax BBC television The basic plot comingofage story protagonist Nan Astley played well Rachael Stirling As teenager Nan works familyrun oyster house Everyone expects stay home marry appropriate husband settle family life Nan expects toobr br Everything changes Nan meets Kitty Butler Keeley Hawes beautiful talented performer dresses mens clothes captures hearts audience The audience includes Nan sexually attracted Kitty way attracted boyfriend br br The remainder film follows Nan London ups sort of downs horrible lesbian sometimes male impersonator br br As typical BBC every role matter small performed excellent actor The BBC depth breadth performing artists truly marvelous None supporting actors stands mindthey uniformly good Both Stirling Hawes wonderful acting carries film alongbr br Its always sad reminded difficult life someone fit societys mold normal I know easy lesbians even US even today Imagine obstacles love happiness lesbians Victorian England Weve come long way still long way travel
